segment_id,osm_id,osm_name,osm_type,start_lat,start_long,end_lat,end_long,x,y,assigned_points
118,24577128,Raisina Road,secondary,28.6167687,77.2120156,28.615227,77.2093182,716269.335841,3167528.20993,19
121,24577364,Humayun Road,tertiary,28.6014338,77.2299453,28.6019793,77.2297867,718054.497441,3165861.202,11
127,24577378,Prithviraj Road,secondary,28.5962124813,77.2173503135,28.5915512,77.212684,716833.289546,3165259.62307,11
133,24577386,,tertiary,28.6066674,77.2187878,28.6064357,77.2190048,716952.407229,3166420.95062,11
138,24577391,,secondary,28.6101942,77.2117384,28.6101942,77.2117384,716255.703591,3166799.056,19
152,24583321,Ashok Road,secondary,28.6266773,77.2073284,28.6263031,77.2077104,715790.667032,3168617.90905,19
153,24583322,Ashok Road,secondary,28.6263031,77.2077104,28.6264738,77.207169,715828.787798,3168577.1263,19
158,24583330,Baba Kharak Singh Marg,secondary,28.6273459,77.207227,28.6293154368,77.2118136393,715779.383043,3168691.82695,19
176,24584389,,tertiary,28.6200879,77.2062209,28.6200879,77.2062209,715695.84562,3167885.60638,19
179,24584397,North Avenue,tertiary,28.6231567,77.2000672,28.6235903,77.1999895,715087.795677,3168214.63102,19
195,24969778,,trunk,28.504254,77.172868,28.504254,77.172868,712667.052175,3154988.2554,39
204,24969815,Chattarpur Main Road,secondary,28.4826794716,77.1881389813,28.4868246798,77.1872697114,714205.663636,3152624.37068,30
209,24969815,Chattarpur Main Road,secondary,28.5024759572,77.1808470698,28.5040414793,77.1761801965,713451.78234,3154805.36989,39
215,25524661,Faridabad-Gurgaon Road,secondary,28.4141490568,77.1613827628,28.4171671285,77.1577983657,711722.251598,3144981.98795,9
219,25524661,Faridabad-Gurgaon Road,secondary,28.4260192236,77.146664591,28.4288754773,77.1427150239,710256.664218,3146271.68585,9
227,25524661,Faridabad-Gurgaon Road,secondary,28.4494894559,77.1221393327,28.4539957185,77.1219129814,707808.012746,3148830.12395,26
230,25524661,Faridabad-Gurgaon Road,secondary,28.4619471625,77.117470374,28.4658821368,77.1149771288,707326.373126,3150202.67428,26
231,25524661,Faridabad-Gurgaon Road,secondary,28.4658821368,77.1149771288,28.4665673113,77.1102550231,707074.517104,3150634.46427,26
267,26662849,,tertiary,28.5243446701,77.2064842726,28.5279045,77.2061447,715917.138202,3157274.92612,39
268,26664726,Mehrauli Badarpur Road,secondary,28.5233961,77.1899693,28.522445873,77.19491381,714302.540399,3157140.16688,39
273,26664726,Mehrauli Badarpur Road,secondary,28.5180494362,77.2145775187,28.5170944768,77.2195618854,716722.207223,3156591.83444,5
276,27422249,Rajaji Marg,tertiary,28.6015449,77.205027,28.6072124,77.2054053,715616.98237,3165828.33576,19
294,28103852,Asif Ali Road,tertiary,28.6435695,77.2280387,28.6419046,77.2325815,717780.973365,3170527.66404,2
296,28104687,,secondary,28.5438086,77.3098496,28.5437371,77.3102614,725993.397146,3159622.69815,17
297,28121194,Janpath,tertiary,28.6061883,77.217945,28.6012307,77.2177456,716870.960682,3166366.32298,11
299,28121210,APJ Abdul Kalam Road,tertiary,28.600807,77.2179692,28.600867,77.2184174,716884.386266,3165769.95628,11
301,28121249,Safdarjang Road,tertiary,28.6008014,77.2051355,28.5976019,77.2066452,715629.113757,3165746.12953,19
304,28121297,Krishna Menon Marg,secondary,28.6083779,77.2091012,28.6047389,77.2111836,716001.496355,3166592.98841,19
316,28121537,Lala Lajpat Rai Path,secondary,28.5583730528,77.230137704,28.5639322,77.23321,718162.226252,3161089.11391,34
322,28190265,Park Street,secondary,28.6365229113,77.1833641859,28.634069,77.1892276,713427.345254,3169666.05085,49
323,28190296,Ganga Ram Hospital Road,tertiary,28.6353339,77.1856246,28.6392028824,77.1882506836,713650.772929,3169538.31396,49
327,28190305,Pusa Road,secondary,28.6435274482,77.1848545434,28.6442517434,77.1899012343,713558.872736,3170445.02283,49
338,28190430,Arya Samaj Road,tertiary,28.6505278306,77.1886026502,28.6539597,77.1823817,713911.113862,3171227.58019,49
339,28190501,Vande Matram Marg,secondary,28.6195899,77.1766313,28.6230430065,77.1798573895,712803.197059,3167777.37405,19
349,28211431,Panchsheel Marg,secondary,28.601894,77.1807403,28.5986351,77.1872714,713240.790411,3165823.4811,19
350,28211928,Africa Avenue,secondary,28.5792363,77.1900689,28.5747541086,77.1900063307,714199.173086,3163329.02199,31
353,28211997,Venkateshwara Marg,tertiary,28.5585005075,77.1822062155,28.5640761,77.1787472,713471.839023,3161016.86295,31
355,28412393,Mahatma Gandhi Marg,primary,28.5687110706,77.2188373456,28.5689177776,77.2137333668,717035.244929,3162214.33965,34
359,28412397,Mahatma Gandhi Marg,primary,28.5735808115,77.178908063,28.5761718,77.1773494,713118.709013,3162682.31,31
369,28616707,Vinay Marg,secondary,28.5815134,77.1907101,28.5818328,77.1909048,714257.283763,3163582.53795,31
374,28616711,,tertiary,28.6101405,77.2247174,28.6116885,77.2276298,717525.200292,3166816.64917,11
383,28773611,,tertiary,28.5989553,77.1428462,28.5990279,77.1428819,709540.248965,3165430.8154,27
393,28773617,Shanti Path,secondary,28.5763573937,77.1709370897,28.5787331,77.176133,712333.285346,3162975.8674,31
396,28773629,,tertiary,28.6275691,77.1002724,28.6275949,77.1003447,705320.408046,3168528.11727,8
405,28773641,,secondary,28.624932631,77.1013999301,28.6291557835,77.0996032858,705435.797626,3168237.86597,8
406,28773641,,secondary,28.6291557835,77.0996032858,28.6333641743,77.0977635918,705251.891371,3168702.8134,8
411,28846303,Mandi Road,tertiary,28.500014834,77.1700306156,28.4965199159,77.1668551962,712397.7686,3154513.41555,39
412,28846303,Mandi Road,tertiary,28.4965199159,77.1668551962,28.4925728013,77.1644299322,712093.876845,3154120.46851,39
416,28846303,Mandi Road,tertiary,28.4799449745,77.1596510214,28.4758055286,77.1579199879,711421.583427,3152270.81834,30
422,28846304,Gadaipur Bandh Road,tertiary,28.4733134719,77.1769638943,28.474248343,77.1719701094,713130.214536,3151566.47865,30
427,29530408,Shaheed Jeet Singh Marg,tertiary,28.5420779591,77.1824577161,28.5400230961,77.186941357,713529.598804,3159197.23265,39
438,29534879,Aurobindo Marg,secondary,28.5619619324,77.2073457991,28.5664438075,77.2075894992,715924.682412,3161445.55912,34
442,31056641,Shaheed Baghat Singh Marg,secondary,28.6333339199,77.2115416758,28.6337418,77.2059717,716189.021133,3169363.27996,49
449,31056645,Mandir Marg,tertiary,28.6384828386,77.2033414892,28.6411826,77.2052862,715376.675005,3169919.12403,49
451,31056646,Mandir Marg,tertiary,28.637207775,77.2028773688,28.6334034392,77.2001339956,715333.900341,3169776.9719,49
455,31056831,Dr K S Krishnan Road,tertiary,28.6372385731,77.1745928431,28.6335534,77.1738065,712568.264384,3169729.72786,49
465,31059207,,tertiary,28.5607561,77.1882259,28.5592638328,77.1930470073,714056.297599,3161277.59141,31
468,31059207,,tertiary,28.5606387711,77.2010028723,28.565094422,77.2003541512,715306.73874,3161287.49352,34
469,31059207,,tertiary,28.565094422,77.2003541512,28.5694336958,77.1993375509,715234.190687,3161780.14234,34
472,31060395,,secondary,28.6429468,77.2037017,28.6411042,77.2054196,715402.769774,3170414.51504,49
476,31097500,,secondary,28.5456956648,77.1092117492,28.5445152459,77.1141420585,706354.424369,3159469.8332,41
478,31430055,Road No. 30,tertiary,28.6709677,77.1128861,28.6700443711,77.1079303447,706468.736468,3173359.57631,36
511,31756510,Press Enclave Road,secondary,28.5318459,77.194764,28.5303198472,77.1995413963,714754.717566,3158085.22255,39
526,31756736,,secondary,28.6843864,77.1963597,28.6881583201,77.1935636816,714600.436967,3174994.05377,14
527,31756736,,secondary,28.6881583201,77.1935636816,28.6919985731,77.1909053313,714319.486646,3175407.06986,14
528,31756736,,secondary,28.6919985731,77.1909053313,28.6956388452,77.1878846145,714051.869975,3175827.91216,14
530,31756736,,secondary,28.6992810019,77.1848666994,28.7029645997,77.1819150049,713446.953631,3176624.20064,23
533,31806390,,tertiary,28.5614379117,77.0566353821,28.5578395131,77.0535540579,701179.453346,3161125.01907,46
539,31816417,,tertiary,28.5802092,77.0725981,28.5765925578,77.0695439857,702705.287595,3163232.2476,46
542,31816417,,tertiary,28.5693856053,77.0633964217,28.5650457,77.0597023,701825.798341,3162017.18713,46
551,31978109,Old Delhi Gurgaon Road,secondary,28.5381213,77.092335,28.5340726975,77.0901398349,704717.540017,3158601.45956,3
552,31978109,Old Delhi Gurgaon Road,secondary,28.5340726975,77.0901398349,28.5301817829,77.0875553874,704510.531869,3158149.02878,3
553,31978109,Old Delhi Gurgaon Road,secondary,28.5301817829,77.0875553874,28.5262646323,77.0850246412,704265.102001,3157713.41508,3
557,32051781,,secondary,28.5444080076,77.1203557446,28.5407472519,77.1176694597,707447.491935,3159346.37156,41
559,32051781,,secondary,28.5370132325,77.1149783977,28.5347297547,77.1105731429,706935.722255,3158517.54595,41
568,32661040,,tertiary,28.5540185328,77.2911590516,28.5568051,77.2891527,724142.55955,3160719.17717,17
570,33050218,,tertiary,28.5523736,77.2046013,28.5531858,77.2015948,715675.696436,3160377.94788,34
577,34404739,Park Street,secondary,28.6289874873,77.1914334086,28.633769,77.1893447,714231.64795,3168845.34613,49
583,34404758,Sardar Patel Marg,secondary,28.6026215739,77.1818094152,28.6050571644,77.1861023167,713343.88928,3165906.02391,19
587,34404760,,trunk,28.5919097499,77.1610063998,28.5899950007,77.1563791276,711330.62144,3164681.92194,27
594,34940736,,secondary,28.5434326,77.1180663,28.5446311803,77.1131418206,707225.35594,3159234.31002,41
595,34940736,,secondary,28.5446311803,77.1131418206,28.545775134,77.1082002498,706741.097702,3159358.63639,41
599,34940853,Desh Bandhu Gupta Road,secondary,28.6451335,77.2235768,28.6448609,77.221831,717341.496567,3170692.87574,2
601,35152828,Vivekanand Marg,tertiary,28.5612162079,77.176213217,28.5641868625,77.1800564318,712879.958514,3161307.17066,31
614,35261804,,tertiary,28.5628000079,77.0709158873,28.5649380213,77.0667115972,702574.089751,3161300.04433,46
617,35262051,100 Feet Road,tertiary,28.5038100771,77.1857461673,28.508263901,77.1851647664,713928.719025,3154961.95288,39
624,35262122,Chattarpur Main Road,tertiary,28.4371336454,77.204430674,28.4353461587,77.2087662825,715893.548574,3147605.81045,30
640,35307401,,secondary,28.5398685681,77.0828791041,28.5413206075,77.0780595438,703788.771186,3158778.98309,3
641,35307401,,secondary,28.5413206075,77.0780595438,28.5424553965,77.0731170641,703314.322597,3158931.71746,3
650,35308149,Road 210,secondary,28.5660398041,77.0582441069,28.5690456,77.0537703,701328.091716,3161637.7197,46
672,35308227,,secondary,28.5771612,77.0577741,28.5735576963,77.0546999981,701260.927449,3162869.44099,46
683,35308230,,tertiary,28.5947544201,77.0605759197,28.5911576952,77.0574945675,701501.458763,3164823.90191,46
691,35308233,Road 205,tertiary,28.5982206458,77.0245816828,28.5984978,77.0203904,697974.315551,3165147.9416,28
693,35308236,Road 205,tertiary,28.5988127,77.0162683,28.5985993,77.0202718,697160.09979,3165199.824,28
696,35310545,Najafgarh Daurala Road,secondary,28.5339162105,76.9084887141,28.5347561298,76.9124933598,686733.313773,3157835.24085,20
697,35310545,Najafgarh Daurala Road,secondary,28.5347561298,76.9124933598,28.5330263092,76.9171405817,687123.737473,3157934.5633,20
698,35310545,Najafgarh Daurala Road,secondary,28.5330263092,76.9171405817,28.5344435314,76.9206782388,687581.59263,3157750.13166,20
701,35310545,Najafgarh Daurala Road,secondary,28.5422581697,76.9257835102,28.5460604236,76.9285307447,688410.995522,3158786.7435,20
720,35310547,,tertiary,28.5293429,76.9055659,28.529559,76.9057115,686455.331373,3157323.88951,20
724,35310941,Nangloi Road,secondary,28.6169904,76.9837994,28.617406,76.9841538,693951.031488,3167161.21441,6
737,35311044,Najafgarh Nangloi Road,secondary,28.6426483364,77.0149373044,28.6403700673,77.0105569401,696948.050517,3170055.60766,22
746,35311167,,secondary,28.6621269,77.0495466,28.6619526,77.0492894,700294.638345,3172271.85868,22
751,35823179,,secondary,28.5881952133,77.0626822132,28.5863061,77.0655659,701720.008597,3164100.53445,46
770,36326993,,tertiary,28.5653045,77.2003127,28.5657119553,77.1953026088,715229.707185,3161803.35055,34
773,36326994,,secondary,28.5738607236,77.189774714,28.5792721,77.1897809,714181.289411,3162732.72743,31
790,36801848,Azad Hind Fauj Marg,tertiary,28.6191296,77.0315201,28.6147700661,77.0328111554,698613.588642,3167476.6372,28
804,36805181,,tertiary,28.596556537,77.1377315679,28.5965953,77.1416109,709044.733013,3165156.01845,27
807,36805186,,tertiary,28.5965706,77.1326206,28.5967201,77.132311,708544.787224,3165148.65584,27
811,36805826,,tertiary,28.6249347245,77.1056576324,28.624637374,77.1006201836,705852.134475,3168245.42413,8
815,36805827,,tertiary,28.6181205603,77.0955567155,28.6141588827,77.0980001925,704877.650471,3167472.88402,8
818,36805828,,tertiary,28.6135091809,77.0983290072,28.6174666945,77.095876417,705157.724883,3166966.57954,8
824,36805831,,tertiary,28.6217691,77.0889345,28.6173088712,77.088356872,704222.990807,3167865.90288,8
840,37222900,APJ Abdul Kalam Road,tertiary,28.6001983,77.2169488,28.5978476,77.2115775,716785.829347,3165700.64394,11
852,37222914,APJ Abdul Kalam Road,tertiary,28.5960773,77.2073915,28.5976473,77.2108956,715859.436322,3165226.62847,19
856,37222918,APJ Abdul Kalam Road,tertiary,28.600867,77.2184174,28.600638,77.2180667,716928.10219,3165777.41897,11
869,37751252,Nelson Mandela Marg,secondary,28.5278377462,77.1470901425,28.5315686158,77.1499506101,710096.639666,3157556.52697,16
886,38116056,Shri Ganganath Road,tertiary,28.5796106,77.212072,28.5784688459,77.2169548942,716350.995696,3163410.08372,34
894,38235166,Main Qutab Road,secondary,28.6499932,77.217632,28.6543459159,77.2163166263,716750.269966,3171220.67588,2
896,38235181,Chitragupta Road,secondary,28.639207,77.2075259,28.6434078451,77.2090993245,715784.328512,3170006.93478,49
897,38235181,Chitragupta Road,secondary,28.6434078451,77.2090993245,28.6457319,77.2096708,715929.562629,3170475.35938,49
906,38699583,,tertiary,28.6267745,77.2412607,28.627503,77.2405503,719108.636016,3168690.4289,2
907,38699589,,tertiary,28.6409749,77.2257366,28.6417713,77.2235974,717561.2489,3170235.90611,2
924,39013522,Ashram Flyover,primary,28.5719604,77.2574674,28.5732244,77.2593107,720808.108121,3162645.10935,33
930,39451576,,tertiary,28.5768969,77.0375066,28.5772419,77.0371016,699278.701044,3162806.24121,46
940,39451583,Najafgarh Kapashera Road,secondary,28.5959275429,76.9906459927,28.6015203,76.9883888,694659.397052,3164838.12464,6
953,39451589,Najafgarh Kapashera Road,secondary,28.5386509532,77.0320708071,28.5398449035,77.0271462705,698818.822549,3158558.7008,38
955,39451589,Najafgarh Kapashera Road,secondary,28.5410690644,77.0222343114,28.5422069125,77.0172908916,697851.674836,3158810.40165,38
969,39451598,,secondary,28.5277605568,77.0736925842,28.5291705543,77.0780174077,702912.956127,3157421.54357,3
976,39451608,,tertiary,28.5831537,77.0374977,28.5862027,77.0409314,699266.029359,3163499.62251,46
977,39451609,,tertiary,28.5999482,77.0528967,28.5963580695,77.0498072314,700740.464886,3165386.58515,28
978,39451609,,tertiary,28.5963580695,77.0498072314,28.5927615756,77.0467220907,700445.110218,3164983.53323,28
997,39451632,,tertiary,28.5848129376,77.0304859542,28.587419546,77.0263578549,698577.008736,3163671.84899,28
998,39451632,,tertiary,28.587419546,77.0263578549,28.5911566113,77.0235412239,698168.307409,3163953.87685,28
1011,39451645,,tertiary,28.5766703,77.0571793,28.5775384,77.0570336,701203.674036,3162814.03779,46
1021,39452777,,tertiary,28.5994409,77.0619956,28.5992452,77.0623271,701631.369869,3165345.66827,46
1024,40102589,,secondary,28.6701682,77.2631373,28.6681962294,77.2590407758,721156.798997,3173540.17904,7
1029,40253095,,secondary,28.626432,77.1340506,28.6294249446,77.137350008,708625.60437,3168460.59788,27
1031,40253095,,secondary,28.6334879404,77.1395703887,28.6356344,77.1407871,709151.358974,3169252.23829,27
1032,40791004,Lotus Temple Road,tertiary,28.5486485,77.2570697,28.5521137638,77.2594085116,720817.881957,3160060.68944,5
1034,42360407,,tertiary,28.5560325,77.2479031,28.5520504,77.2468861,719905.471534,3160862.20086,33
1039,42944885,Mehrauli Gurgaon Road,trunk,28.5041626,77.1729826,28.5021798767,77.1683983055,712678.454897,3154978.32897,39
1044,42944885,Mehrauli Gurgaon Road,trunk,28.4941169586,77.1501357789,28.4921424758,77.1455462158,710461.711195,3153824.7222,26
1047,42944885,Mehrauli Gurgaon Road,trunk,28.4881223876,77.1364183008,28.4856337366,77.1321915888,709130.483242,3153136.39257,26
1048,42944885,Mehrauli Gurgaon Road,trunk,28.4856337366,77.1321915888,28.4826239008,77.1283935111,708721.530058,3152853.23088,26
1051,42944885,Mehrauli Gurgaon Road,trunk,28.4793523563,77.1199190002,28.4812187,77.114681,707532.145793,3152135.82289,26
1057,43316842,Lala Lajpat Rai Path,secondary,28.532265155,77.2321397138,28.52780907,77.231592433,718412.020732,3158199.22477,5
1058,43316842,Lala Lajpat Rai Path,secondary,28.52780907,77.231592433,28.5235742791,77.2298374747,718367.647105,3157704.36084,5
1080,44188368,Mother Teresa Crescent,secondary,28.6098719,77.1914599,28.6141393927,77.1899901899,714273.070767,3166726.82544,19
1085,44257669,Doctor Rajendra Prasad Road,tertiary,28.6164116,77.2246192,28.616601557,77.2195134322,717502.666018,3167511.50039,11
1087,44277690,Bhai Vir Singh Marg,tertiary,28.6334317,77.205563,28.6277939,77.2051891,715604.218871,3169363.313,49
1099,44315456,AIIMS Flyover,primary,28.5707595,77.2084716,28.5703545,77.2097261,716016.859038,3162422.61796,34
1101,44316331,,secondary,28.5683288,77.2349793,28.5631005,77.2329335,718615.394623,3162201.34235,33
1103,44316333,,tertiary,28.56386,77.2334988,28.5632555808,77.2385097246,718479.775579,3161703.3612,34
1115,44316346,Mahatma Gandhi Marg,primary,28.5668983,77.2278237,28.5655389,77.2337125,717918.223031,3162029.75422,34
1118,44316350,Lala Lajpat Rai Path,secondary,28.5721083,77.2371962,28.5673127,77.2345586,718824.475775,3162624.27658,33
1123,44317038,,secondary,28.5615604463,77.2590253967,28.5618342913,77.2540067599,720982.285253,3161495.34292,33
1128,44317049,Mahatma Gandhi Marg,primary,28.5806986,77.2687141,28.5800829,77.269926,721890.134518,3163634.37866,33
1131,44317159,Moti Bagh Flyover,primary,28.5804843,77.1750181,28.5762264,77.177488,712724.232566,3163440.49108,31
1135,44351574,,secondary,28.5972825,77.1909936,28.5972825,77.1909936,714253.021778,3165330.71781,19
1147,44680200,,tertiary,28.5563665,77.2065992,28.557071,77.2026277,715863.052977,3160824.0762,34
1153,44822764,,secondary,28.6139725,77.3215606,28.6144387,77.3209086,726988.715896,3167421.40464,18
1156,44830361,,secondary,28.6559796,77.23685,28.6517600427,77.2377545439,718616.718158,3171919.19456,2
1157,44830361,,secondary,28.6517600427,77.2377545439,28.6478801344,77.2402388319,718713.910382,3171453.19053,2
1158,44830361,,secondary,28.6478801344,77.2402388319,28.6433760971,77.240513065,718964.852752,3171027.72663,2
1160,44831985,Dr. Zakir Hussain Marg,secondary,28.6101929,77.2329373,28.6061701558,77.2349822195,718329.026831,3166837.43953,11
1168,45171196,Dichaon Road,tertiary,28.6626956473,76.9947067044,28.6584390875,76.9930131479,694933.090834,3172244.10828,32
1171,45171196,Dichaon Road,tertiary,28.6499573775,76.9905729744,28.645712754,76.9896731761,694552.562043,3170825.68273,6
1175,45171196,Dichaon Road,tertiary,28.6343003842,76.9839297613,28.629789999,76.9840230259,693931.943813,3169079.74386,6
1176,45171196,Dichaon Road,tertiary,28.629789999,76.9840230259,28.6253341024,76.9846834574,693949.359878,3168580.04727,6
1188,45171486,Bawana-Kanjhawala Road,secondary,28.7233371849,77.0045681098,28.7275200389,77.0027129891,695784.077735,3178980.7401,32
1189,45171486,Bawana-Kanjhawala Road,secondary,28.7275200389,77.0027129891,28.7316634419,77.0032052247,695595.059337,3179441.25205,32
1197,45171486,Bawana-Kanjhawala Road,secondary,28.7606862175,77.0158253474,28.7651733382,77.0163512442,696813.748725,3183138.47129,13
1198,45171486,Bawana-Kanjhawala Road,secondary,28.7651733382,77.0163512442,28.7696545303,77.0167936186,696856.681304,3183636.62467,13
1210,45734464,,secondary,28.5117363,77.2518086,28.5121015139,77.2467274501,720379.856178,3155960.00202,5
1214,45734464,,secondary,28.5144015157,77.2317170037,28.515552,77.22659,718407.49049,3156218.63349,5
1220,46323888,,tertiary,28.5578111,77.2068646,28.5542637,77.2128602,715886.073671,3160984.6583,34
1222,46481776,,tertiary,28.6380933,77.1805877,28.6433475,77.1835813,713152.691773,3169835.13851,49
1226,47290483,,secondary,28.6031901,77.0701898,28.5989515992,77.0719050754,702425.636171,3165775.01121,8
1233,47290489,Dwarka Flyover,secondary,28.5825768,77.0932992,28.5853039859,77.0892297383,704725.808398,3163529.87211,8
1238,47290491,,secondary,28.5754540461,77.1158711802,28.5767584145,77.1109875325,706947.857009,3162779.30891,41
1245,47290494,,secondary,28.5792567373,77.1027561537,28.5778601495,77.107598729,705657.393004,3163178.13943,41
1251,47420041,Sunset Boulevard,secondary,28.4693160164,77.1092144113,28.4735697359,77.1105617689,706503.476297,3151005.09991,26
1252,47420041,Sunset Boulevard,secondary,28.4735697359,77.1105617689,28.4779733848,77.1100443362,706627.140532,3151478.83162,26
1256,48964552,,secondary,28.6245236,77.2012144,28.6239983,77.2004922,715197.191255,3168368.18945,19
1257,49736365,Hospital Road,tertiary,28.6078235,77.1357732,28.6072674559,77.1307577275,708830.886168,3166401.28013,27
1258,49736365,Hospital Road,tertiary,28.6072674559,77.1307577275,28.6060279,77.1280319,708341.459423,3166330.9067,27
1277,56723584,Shivaji Road,secondary,28.6213200993,77.0539251328,28.6205942723,77.0488822098,700800.377388,3167756.82788,22
1288,58767442,Bajghera Road,secondary,28.5360297871,77.0181647431,28.5337573,77.0189972,697462.827308,3158245.22957,38
1290,59035939,,secondary,28.5941714224,77.0743568033,28.5948133,77.0717263,702850.516585,3164782.581,8
1299,59203957,,tertiary,28.5607960258,77.0349940333,28.5602905739,77.0400392914,699063.222269,3161017.72099,38
1302,60882614,Bawana-Auchandi Border Road,secondary,28.8000873,77.0354432,28.8020730106,77.0313526847,698654.84047,3187537.72255,43
1303,60882614,Bawana-Auchandi Border Road,secondary,28.8020730106,77.0313526847,28.8046454496,77.0273028724,698251.764203,3187750.96029,43
1305,60882632,Bawana-Narela Road,secondary,28.7975602,77.0350672,28.8000873,77.0354432,698622.929525,3187257.02616,43
1313,70214098,Lala Hardev Sahai Marg,secondary,28.6673741193,77.2143144722,28.6668431294,77.2193144727,716390.206177,3173141.00006,37
1314,70214098,Lala Hardev Sahai Marg,secondary,28.6668431294,77.2193144727,28.668156897,77.2240549761,716880.049712,3173091.22604,37
1323,70220643,Vikas Marg,secondary,28.6409999834,77.2948129809,28.6384206703,77.2906399471,724315.207924,3170366.46355,44
1328,70220645,Mahatma Gandhi Marg,primary,28.6307557,77.2468965,28.6263701,77.2469457,719651.457964,3169142.01919,2
1335,70255389,Vikas Marg,secondary,28.6282459,77.2593485,28.6282051,77.2605554,720874.338181,3168886.80774,2
1345,70255401,Vikas Marg,secondary,28.6282101,77.2510845,28.6282123,77.2515935,720066.295828,3168867.59187,2
1356,70258948,Mahatma Gandhi Marg,primary,28.6146324224,77.2503574682,28.6189705489,77.2489600614,720023.528058,3167361.4148,11
1359,70258955,Mahatma Gandhi Marg,primary,28.5870013,77.2594074,28.5835536,77.2633658,720966.454174,3164315.69624,33
1362,70258965,Mahatma Gandhi Marg,primary,28.5775321,77.2658562,28.5814746,77.2659725,721617.182556,3163278.13384,33
1367,71435185,DND Flyway,trunk,28.5791916,77.2933063,28.5787805,77.2923401,724299.256594,3163513.1998,10
1379,72002985,,tertiary,28.6600483879,77.308656376,28.6597753,77.3140866,725627.970645,3172503.76455,48
1381,72002990,,secondary,28.6351459525,77.3148165954,28.6308736048,77.3164395844,726283.684239,3169755.36689,18
1384,72002992,,tertiary,28.6640969544,77.3148010228,28.6665099,77.3159851,726219.972214,3172964.1182,48
1394,76702389,,secondary,28.6364213,77.3142409,28.6364461,77.314617,726224.653087,3169895.62922,18
1401,76727403,,secondary,28.6378394388,77.3041950072,28.6400284,77.3022224,725239.314056,3170033.82348,44
1423,76733280,,secondary,28.658063314,77.2899160322,28.661774083,77.2870108137,723800.139583,3172248.47054,44
1424,76733280,,secondary,28.661774083,77.2870108137,28.6655502428,77.2842148376,723508.244305,3172654.30604,7
1427,76834865,Dadri Road,secondary,28.6156145,77.281609,28.6122642,77.2839512,723077.872258,3167528.18239,10
1428,76834866,Bypass,trunk,28.5996397,77.2604615,28.598314,77.2559247,721043.110696,3165718.38031,33
1437,76834884,NH24 Bypass,trunk,28.6104525998,77.2804875094,28.606805,77.2759825,722979.10082,3166953.98144,10
1446,76834904,National Highway 24 Bypass,trunk,28.618958941,77.2927909883,28.6170675,77.2878009,724164.368598,3167919.77787,18
1453,76842646,National Highway 24 Bypass,trunk,28.6244284,77.3086818,28.6246135,77.3092358,725706.750193,3168555.8884,18
1468,76849167,DND Flyway,trunk,28.5764519,77.2868673,28.5757854447,77.2819234446,723675.101004,3163197.49994,10
1472,76849170,,tertiary,28.6268271,77.3166683,28.6226276934,77.3184191779,726482.623721,3168836.85838,18
1479,76849177,,secondary,28.6137929,77.3220452,28.6134646,77.3223737,727036.497974,3167402.41903,18
1481,76849181,,secondary,28.6366152177,77.3055801676,28.6362201397,77.3105392634,725377.374021,3169900.75052,44
1494,76849214,,tertiary,28.6105242081,77.3142930278,28.6112752,77.316978,726285.320596,3167025.43672,18
1499,76849228,,tertiary,28.5993366079,77.3065728352,28.6029070702,77.3096943881,725554.150297,3165770.88282,10
1505,76849238,,tertiary,28.6299148,77.2768088,28.626517363,77.2801684574,722578.22434,3169104.1774,44
